Species,Ref,Median.Latitude,Median.Longitude,Capture.Year,Julian.Median,Julian.Range,N.sample,Length.mm.TL,p.Water,p.Protein,p.Lipid,p.Ash,EnergyDensity.kJ/g,L_calc,EDtype
Bathyraja interrupta,AFSC lipid database,57,-134,2004,146,1,1,757.2744885,82.3000031,16.4300003,0.920000017,2.76999998,3.28610006,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,704.6859824,84.6299973,12.8000002,3.02999997,1.87,3.469190024,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,62,1,1,725.7213848,82.6600037,15.7799997,1.97000003,2.0999999,3.583049958,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,504.849659,82.5100021,16.1100006,2.07999992,2.03999996,3.685020075,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,146,1,1,725.7213848,80.25,16.7700005,1.98000002,2.6400001,3.763200097,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,778.309891,81.2300034,17.9899998,1.54999995,2.32999992,3.811369945,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,736.2390861,80.5500031,17.8999996,1.75,2.50999999,3.873949929,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,63,1,1,999.1816168,84.3300018,11.9300003,4.78000021,1.71000004,4.002080136,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,841.4160984,83.3099976,12.4399996,4.92000008,1.73000002,4.14787996,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,63,1,1,694.1682811,80.1200027,16.1100006,3.67000008,2.3499999,4.309890138,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,746.7567873,80.3499985,17.0599995,3.25,2.5,4.313929911,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,631.0620738,80.0899963,17.1700001,3.30999994,2.1400001,4.357089994,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,725.7213848,79.5899963,16.8400002,3.48000002,2.29999995,4.365160043,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,767.7921898,79.7200012,17.7099991,3.30999994,2.20000005,4.453209816,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,147,1,1,1125.394032,79.3199997,18.5300007,3.04999995,2.25999999,4.496990105,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,146,1,1,746.7567873,79.1699982,17.6100006,3.52999997,2.52999997,4.521870095,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,715.2036836,79.0500031,17.5900002,3.5999999,2.73000002,4.545819996,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,63,1,1,809.8629947,81.4899979,13.3599997,5.73999977,2.02999997,4.633899856,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,715.2036836,79.7099991,16.0900002,4.53999996,2.19000006,4.64824002,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,746.7567873,78.9300003,17.7800007,3.97000003,2.29999995,4.725050136,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,146,1,1,1156.947135,80.5800018,13.6899996,5.82999992,2.32999992,4.728009897,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,149,1,1,694.1682811,79.1100006,16.1399994,4.8499999,1.83000004,4.778969854,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,63,1,1,925.5577082,83.3899994,11.3800001,7.30999994,1.63,4.898469994,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,63,1,1,936.0754094,81.1200027,12.6199999,6.80000019,1.97000003,4.918760057,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,63,1,1,736.2390861,79.9000015,15.4899998,5.55999994,1.98000002,4.942299941,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,704.6859824,79.2900009,15.4399996,5.63999987,2.24000001,4.964839878,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,830.8983971,81.5199966,12.9899998,6.76000023,1.94000006,4.968900055,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,148,1,1,967.6285131,79.8099976,14.3999996,6.25,1.97000003,5.019449929,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,683.6505799,79.3600006,15.54,5.8499999,2.02999997,5.065169961,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,1083.323227,81.0800018,12.1999998,7.73999977,1.86000001,5.213419874,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,60,1,1,978.1462143,81.0699997,12.3999996,7.69000006,1.66999996,5.229369952,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,148,1,1,978.1462143,80.8700027,13.5,7.23000002,2.1400001,5.244390008,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,61,1,1,1020.217019,79.2600021,13.4799995,7.46999979,2,5.335149828,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,148,1,1,1072.805525,78.3300018,14.4799995,7.69000006,2.01999998,5.599609935,0,LipPro
Bathyraja interrupta,AFSC lipid database,57,-134,2004,63,1,1,957.1108119,78.9100037,13.6099997,8.63000011,1.83000004,5.81416999,0,LipPro
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,201,88.98570931,,,,2.514428198,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,218,88.03103066,,,,2.760091042,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,202,81.30694314,,,,3.495891937,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,183,81.14233908,,,,3.546417541,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,206,79.95946672,,,,4.178156544,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,178,79.17830076,,,,4.297344695,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,167,76.06469003,,,,4.300546291,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,220,78.48439822,,,,4.526740251,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,175,78.49151931,,,,4.596972916,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,109,77.5988287,,,,4.663212703,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,172,77.0329224,,,,4.732413815,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,200,77.52843529,,,,4.76638706,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,97,76.55172414,,,,4.895292814,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,191,77.26945139,,,,5.054391093,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,83,75.91240876,,,,5.107243433,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,115,76.13636364,,,,5.136738273,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,198,77.92505329,,,,5.18505203,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,203,77.60161689,,,,5.316864575,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,194,76.69616519,,,,5.3273897,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,173,75.46391753,,,,5.362910644,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,114,75.68134172,,,,5.368475321,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,116,76.08040201,,,,5.406864991,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,132,1,1,64,77.85925488,,,,5.431680526,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,98,75.15789474,,,,5.508485582,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,122,74.86772487,,,,5.536085763,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,118,75.4,,,,5.605620952,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,183,74.62054359,,,,5.656466469,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,197,75.64321274,,,,5.672086167,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,111,73.77717391,,,,5.768497868,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,142,75,,,,5.773153295,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,217,73.7649506,,,,5.780087051,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,141,74.27490542,,,,5.780966806,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,203,74.68910022,,,,5.786515967,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,205,75.83469347,,,,5.818830163,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,66,73.27586207,,,,5.830715847,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,213,75.30531407,,,,5.8557525,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,152,76.11827142,,,,5.86364347,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,94,74.01247401,,,,5.869351721,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,123,74.19354839,,,,5.89546901,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,139,74.17181359,,,,5.9040303,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,196,73.18111455,,,,5.932668424,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,140,74.59459459,,,,5.944213902,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,182,73.45724907,,,,6.044407417,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,152,75.3150804,,,,6.159956187,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,111,75.23056653,,,,6.174940517,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,132,1,1,83,74.12031386,,,,6.236961766,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,132,1,1,86,75.02771311,,,,6.286031269,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,86,72.25806452,,,,6.30562709,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,132,1,1,62,73.34424844,,,,6.31544233,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,215,72.90203327,,,,6.338142733,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,145,73.50383632,,,,6.341000257,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,219,73.98491879,,,,6.430790457,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,207,72.85067873,,,,6.49364274,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,119,72.24880383,,,,6.500730934,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,205,73.29386845,,,,6.590554463,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,132,1,1,86,73.3228606,,,,6.604941212,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,197,74.82793267,,,,6.609352712,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,154,73.8147984,,,,6.617516386,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,136,72.10430564,,,,6.644146823,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,166,73.16247582,,,,6.649005902,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,127,71.74657534,,,,6.658751864,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,152,73.29545455,,,,6.693972764,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,230,1,1,192,71.67648985,,,,6.753833902,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,225,73.57205422,,,,6.861329875,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,123,70.92709271,,,,6.883563031,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,208,72.18037303,,,,6.906012785,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,136,71.83353438,,,,6.943238292,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,91,70.98321343,,,,6.951803107,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,132,1,1,84,72.24933224,,,,6.95186546,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,135,72.04045211,,,,7.019941205,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,176,1,1,113,70.56477224,,,,7.021931727,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,143,71.03128621,,,,7.06304098,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,143,72.64289204,,,,7.119222207,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,133,70.36082474,,,,7.131919532,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,120,68.76430206,,,,7.151648041,0,paper
Coregonus hoyi,"Pothoven, S. a., Bunnell, D.B., Madenjian, C.P., Gorman, O.T. & Roseman, E.F. (2012) Energy Density of Bloaters in the Upper Great Lakes. Transactions of the American Fisheries Society, 141, 772_780.",43,-86,1998,292,1,1,157,70.91614154,,,,7.264260754,0,paper
