phylum	class	order	family	genus	species	specificEpithet	sex	sampleSizeValue	inTextReference	publicationYear	fullReference	body mass	body mass - units	body mass - minimum	body mass - maximum	body mass - method	body mass - comments	body mass - metadata comment	original body mass	original body mass - units	metabolic rate	metabolic rate - units	metabolic rate - minimum	metabolic rate - maximum	metabolic rate - method	metabolic rate - comments	metabolic rate - metadata comment	original metabolic rate	original metabolic rate - units	original respiratoryQuotient	original temperature	mass-specific metabolic rate	mass-specific metabolic rate - units	brain size	brain size - units	brain size - minimum	brain size - maximum	brain size - method	brain size - comments	brain size - metadata comment	original brain size	original brain size - units
Chordata	Aves	Anseriformes	Anatidae	Stictonetta	Stictonetta naevosa	naevosa		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.91	kg						910	g														0.00456876	kg			skull filling			4.41	ml
Chordata	Aves	Anseriformes	Anatidae	Cereopsis	Cereopsis novaehollandiae	novaehollandiae		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	5	kg						5000	g														0.00914788	kg			skull filling			8.83	ml
Chordata	Aves	Anseriformes	Anatidae	Cygnus	Cygnus atratus	atratus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	6.1	kg						6100	g														0.0125874	kg			skull filling			12.15	ml
Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna radjah	radjah		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.885	kg						885	g														0.00536648	kg			skull filling			5.18	ml
Chordata	Aves	Anseriformes	Anatidae	Tadorna	Tadorna tadornoides	tadornoides		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	1.45	kg						1450	g														0.00603988	kg			skull filling			5.83	ml
Chordata	Aves	Anseriformes	Anatidae	Chenonetta	Chenonetta jubata	jubata		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.8	kg						800	g														0.00422688	kg			skull filling			4.08	ml
Chordata	Aves	Anseriformes	Anatidae	Malacorhynchus	Malacorhynchus membranaceus	membranaceus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.375	kg						375	g														0.0029526	kg			skull filling			2.85	ml
Chordata	Aves	Anseriformes	Anatidae	Nettapus	Nettapus pulchellus	pulchellus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.28	kg						280	g														0.00277648	kg			skull filling			2.68	ml
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas rhynchotis	rhynchotis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.65	kg						650	g														0.00366744	kg			skull filling			3.54	ml
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas gracilis	gracilis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.4965	kg						496.5	g														0.00364672	kg			skull filling			3.52	ml
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas castanea	castanea		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.65	kg						650	g														0.00386428	kg			skull filling			3.73	ml
Chordata	Aves	Anseriformes	Anatidae	Anas	Anas superciliosa	superciliosa		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	1	kg						1000	g														0.00552188	kg			skull filling			5.33	ml
Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya australis	australis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.85	kg						850	g														0.00506604	kg			skull filling			4.89	ml
Chordata	Aves	Anseriformes	Anatidae	Oxyura	Oxyura australis	australis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.85	kg						850	g														0.00416472	kg			skull filling			4.02	ml
Chordata	Aves	Phaethontiformes	Phaethontidae	Phaethon	Phaethon rubricauda	rubricauda		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.8	kg						800	g														0.00468272	kg			skull filling			4.52	ml
Chordata	Aves	Podicipediformes	Podicipedidae	Tachybaptus	Tachybaptus novaehollandiae	novaehollandiae		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.165	kg						165	g														0.00171976	kg			skull filling			1.66	ml
Chordata	Aves	Podicipediformes	Podicipedidae	Poliocephalus	Poliocephalus poliocephalus	poliocephalus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.24	kg						240	g														0.00178192	kg			skull filling			1.72	ml
Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps cristatus	cristatus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	1.1	kg						1100	g														0.00322196	kg			skull filling			3.11	ml
Chordata	Aves	Columbiformes	Columbidae	Columba	Columba leucomela	leucomela		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.42	kg						420	g														0.00237244	kg			skull filling			2.29	ml
Chordata	Aves	Columbiformes	Columbidae	Macropygia	Macropygia amboinensis	amboinensis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.2	kg						200	g														0.00154364	kg			skull filling			1.49	ml
Chordata	Aves	Columbiformes	Columbidae	Chalcophaps	Chalcophaps indica	indica		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.135	kg						135	g														0.001295	kg			skull filling			1.25	ml
Chordata	Aves	Columbiformes	Columbidae	Phaps	Phaps chalcoptera	chalcoptera		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.335	kg						335	g														0.00184408	kg			skull filling			1.78	ml
Chordata	Aves	Columbiformes	Columbidae	Phaps	Phaps elegans	elegans		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.205	kg						205	g														0.0017094	kg			skull filling			1.65	ml
Chordata	Aves	Columbiformes	Columbidae	Phaps	Phaps histrionica	histrionica		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.3	kg						300	g														0.0017094	kg			skull filling			1.65	ml
Chordata	Aves	Columbiformes	Columbidae	Ocyphaps	Ocyphaps lophotes	lophotes		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.19	kg						190	g														0.0017612	kg			skull filling			1.7	ml
Chordata	Aves	Columbiformes	Columbidae	Geophaps	Geophaps plumifera	plumifera		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.095	kg						95	g														0.00122248	kg			skull filling			1.18	ml
Chordata	Aves	Columbiformes	Columbidae	Geophaps	Geophaps smithii	smithii		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.205	kg						205	g														0.00144004	kg			skull filling			1.39	ml
Chordata	Aves	Columbiformes	Columbidae	Petrophassa	Petrophassa albipennis	albipennis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.125	kg						125	g														0.0011396	kg			skull filling			1.1	ml
Chordata	Aves	Columbiformes	Columbidae	Geopelia	Geopelia cuneata	cuneata		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.033	kg						33	g														0.00080808	kg			skull filling			0.78	ml
Chordata	Aves	Columbiformes	Columbidae	Geopelia	Geopelia striata	striata		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.0485	kg						48.5	g														0.00081844	kg			skull filling			0.79	ml
Chordata	Aves	Columbiformes	Columbidae	Geopelia	Geopelia humeralis	humeralis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.13	kg						130	g														0.00130536	kg			skull filling			1.26	ml
Chordata	Aves	Columbiformes	Columbidae	Leucosarcia	Leucosarcia melanoleuca	melanoleuca		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.415	kg						415	g														0.00249676	kg			skull filling			2.41	ml
Chordata	Aves	Columbiformes	Columbidae	Ptilinopus	Ptilinopus magnificus	magnificus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.335	kg						335	g														0.00224812	kg			skull filling			2.17	ml
Chordata	Aves	Columbiformes	Columbidae	Ptilinopus	Ptilinopus superbus	superbus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.107	kg						107	g														0.00112924	kg			skull filling			1.09	ml
Chordata	Aves	Columbiformes	Columbidae	Ptilinopus	Ptilinopus regina	regina		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.095	kg						95	g														0.00125356	kg			skull filling			1.21	ml
Chordata	Aves	Columbiformes	Columbidae	Lopholaimus	Lopholaimus antarcticus	antarcticus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.575	kg						575	g														0.00280756	kg			skull filling			2.71	ml
Chordata	Aves	Caprimulgiformes	Podargidae	Podargus	Podargus strigoides	strigoides		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.285	kg						285	g														0.00503496	kg			skull filling			4.86	ml
Chordata	Aves	Caprimulgiformes	Caprimulgidae	Eurostopodus	Eurostopodus mystacalis	mystacalis		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.13	kg						130	g														0.00137788	kg			skull filling			1.33	ml
Chordata	Aves	Caprimulgiformes	Caprimulgidae	Eurostopodus	Eurostopodus argus	argus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.0975	kg						97.5	g														0.00128464	kg			skull filling			1.24	ml
Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	Caprimulgus macrurus	macrurus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.0675	kg						67.5	g														0.00104636	kg			skull filling			1.01	ml
Chordata	Aves	Apodiformes	Aegothelidae	Aegotheles	Aegotheles cristatus	cristatus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.045	kg						45	g														0.00147112	kg			skull filling			1.42	ml
Chordata	Aves	Apodiformes	Apodidae	Aerodramus	Aerodramus terraereginae	terraereginae		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.0125	kg						12.5	g														0.00024864	kg			skull filling			0.24	ml
Chordata	Aves	Apodiformes	Apodidae	Hirundapus	Hirundapus caudacutus	caudacutus		1	"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014"	2014	"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034"	0.1175	kg						117.5	g														0.00133644	kg			skull filling			1.29	ml
