Event.ID,Species.ID.reported,gbif.binomial,class,family,Movement.type,Movement.measure,Value,Units,Statistic,Movement.mode,Body.mass,Body.mass.units,Study.type,MetaRef,Reference,Body.mass.source,Movement Mode Ref
3246,Capreolus capreolus,Capreolus capreolus,Mammalia,Cervidae,Dispersal,Distance,14000,m,Maximum,Running,22500,g,Metastudy,Santini et al. 2013,WahlstrÃƒÂ¶m & Liberg 1995,Wilman et al 2014,Inferred from Class:  Mammalia
3247,Capreolus capreolus,Capreolus capreolus,Mammalia,Cervidae,Dispersal,Distance,21000,m,Maximum,Running,22500,g,Metastudy,Santini et al. 2013,WahlstrÃƒÂ¶m & Liberg 1995,Wilman et al 2014,Inferred from Class:  Mammalia
3249,Capreolus capreolus,Capreolus capreolus,Mammalia,Cervidae,Dispersal,Distance,7800,m,Maximum,Running,22500,g,Metastudy,Santini et al. 2013,Gaillard et al. 2008,Wilman et al 2014,Inferred from Class:  Mammalia
3271,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,109800,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Dusek et al. 1989,Wilman et al 2014,Inferred from Class:  Mammalia
3272,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,28000,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Tierson et al. 1985,Wilman et al 2014,Inferred from Class:  Mammalia
3275,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,9600,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Nelson & Mech 1984,Wilman et al 2014,Inferred from Class:  Mammalia
3276,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,560000,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Hahn. Glazener in Rogers 1988,Wilman et al 2014,Inferred from Class:  Mammalia
3277,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,161000,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Nixon 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3279,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,7300,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,McCoy. Hewitt & Bryant 2005,Wilman et al 2014,Inferred from Class:  Mammalia
3280,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,212600,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Kernohan. Jenks & Naugle 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3282,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,38400,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Nelson & Mech 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3283,Odocoileus virginianus,Odocoileus virginianus,Mammalia,Cervidae,Dispersal,Distance,22000,m,Maximum,Running,55508.56,g,Metastudy,Santini et al. 2013,Nelson & Mech 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3284,Alces alces,Alces alces,Mammalia,Cervidae,Dispersal,Distance,290000,m,Maximum,Running,356998.16,g,Metastudy,Santini et al. 2013,Aho in Rogers 1988,Wilman et al 2014,Inferred from Class:  Mammalia
3285,Alces alces,Alces alces,Mammalia,Cervidae,Dispersal,Distance,118000,m,Maximum,Running,356998.16,g,Metastudy,Santini et al. 2013,Pulliainen 1974,Wilman et al 2014,Inferred from Class:  Mammalia
3286,Alces alces,Alces alces,Mammalia,Cervidae,Dispersal,Distance,6500,m,Maximum,Running,356998.16,g,Metastudy,Santini et al. 2013,Cederlund & Sand 1992,Wilman et al 2014,Inferred from Class:  Mammalia
3287,Alces alces,Alces alces,Mammalia,Cervidae,Dispersal,Distance,4900,m,Maximum,Running,356998.16,g,Metastudy,Santini et al. 2013,Cederlund & Sand 1992,Wilman et al 2014,Inferred from Class:  Mammalia
3288,Cervus elaphus,Cervus elaphus,Mammalia,Cervidae,Dispersal,Distance,20000,m,Maximum,Running,165015.85,g,Metastudy,Santini et al. 2013,Red Deer Commission Report in Clutton-Brock. Guinness & Albon 1982,Wilman et al 2014,Inferred from Class:  Mammalia
3289,Cervus elaphus,Cervus elaphus,Mammalia,Cervidae,Dispersal,Distance,142000,m,Maximum,Running,165015.85,g,Metastudy,Santini et al. 2013,Yott et al. 2011,Wilman et al 2014,Inferred from Class:  Mammalia
3290,Cervus elaphus,Cervus elaphus,Mammalia,Cervidae,Dispersal,Distance,18500,m,Maximum,Running,165015.85,g,Metastudy,Santini et al. 2013,Brazda 1953,Wilman et al 2014,Inferred from Class:  Mammalia
3291,Sus scrofa ,Sus scrofa,Mammalia,Suidae,Dispersal,Distance,59000,m,Maximum,Running,96118.09,g,Metastudy,Santini et al. 2013,TruvÃƒÂ©. Lemel & SÃƒÂ¶derberg 2004,Wilman et al 2014,Inferred from Class:  Mammalia
3292,Sus scrofa ,Sus scrofa,Mammalia,Suidae,Dispersal,Distance,32500,m,Maximum,Running,96118.09,g,Metastudy,Santini et al. 2013,TruvÃƒÂ©. Lemel & SÃƒÂ¶derberg 2004,Wilman et al 2014,Inferred from Class:  Mammalia
3295,Tarsius tarsier,Tarsius tarsier,Mammalia,Tarsiidae,Dispersal,Distance,1301,m,Maximum,Running,168.04,g,Metastudy,Santini et al. 2013,Gursky 2010,Wilman et al 2014,Inferred from Class:  Mammalia
3296,Tarsius tarsier,Tarsius tarsier,Mammalia,Tarsiidae,Dispersal,Distance,974,m,Maximum,Running,168.04,g,Metastudy,Santini et al. 2013,Gursky 2010,Wilman et al 2014,Inferred from Class:  Mammalia
3301,Leontopithecus chrysomelas,Leontopithecus chrysomelas,Mammalia,Callitrichidae,Dispersal,Distance,4500,m,Maximum,Running,572.8,g,Metastudy,Santini et al. 2013,Raboy. Oliveria in Zeigler et al. 2011,Wilman et al 2014,Inferred from Class:  Mammalia
3307,Alouatta seniculus,Alouatta seniculus,Mammalia,Atelidae,Dispersal,Distance,3300,m,Maximum,Running,6145.54,g,Metastudy,Santini et al. 2013,Crockett 1985,Wilman et al 2014,Inferred from Class:  Mammalia
3308,Alouatta seniculus,Alouatta seniculus,Mammalia,Atelidae,Dispersal,Distance,6000,m,Maximum,Running,6145.54,g,Metastudy,Santini et al. 2013,Crockett 1985,Wilman et al 2014,Inferred from Class:  Mammalia
3311,Alouatta pigra,Alouatta pigra,Mammalia,Atelidae,Dispersal,Distance,9000,m,Maximum,Running,7000.03,g,Metastudy,Santini et al. 2013,Koontz et al. 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3317,Macaca fuscata,Macaca fuscata,Mammalia,Cercopithecidae,Dispersal,Distance,25000,m,Maximum,Running,10400,g,Metastudy,Santini et al. 2013,Nishida 1966,Wilman et al 2014,Inferred from Class:  Mammalia
3318,Lophocebus albigena,Lophocebus albigena,Mammalia,Cercopithecidae,Dispersal,Distance,5500,m,Maximum,Running,7690.06,g,Metastudy,Santini et al. 2013,Janmaat et al. 2009,Wilman et al 2014,Inferred from Class:  Mammalia
88068,Acanthagenys rufogularis,Acanthagenys rufogularis,Aves,Meliphagidae,Dispersal,Distance,1781000,m,Maximum,Flying,47.8,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88069,Acanthiza apicalis,Acanthiza apicalis,Aves,Acanthizidae,Dispersal,Distance,9000,m,Maximum,Flying,7.62,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88070,Acanthiza chrysorrhoa,Acanthiza chrysorrhoa,Aves,Acanthizidae,Dispersal,Distance,37000,m,Maximum,Flying,9.29,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88071,Acanthiza ewingii,Acanthiza ewingii,Aves,Acanthizidae,Dispersal,Distance,1000,m,Maximum,Flying,6.9,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88072,Acanthiza inornata,Acanthiza inornata,Aves,Acanthizidae,Dispersal,Distance,6000,m,Maximum,Flying,7,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88073,Acanthiza lineata,Acanthiza lineata,Aves,Acanthizidae,Dispersal,Distance,8000,m,Maximum,Flying,6.85,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88074,Acanthiza nana,Acanthiza nana,Aves,Acanthizidae,Dispersal,Distance,8000,m,Maximum,Flying,6.19,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88075,Acanthiza pusilla,Acanthiza pusilla,Aves,Acanthizidae,Dispersal,Distance,10000,m,Maximum,Flying,7.62,g,Metastudy,Stewart et al 2022,HBW/Cornell Birds of the World; J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88076,Acanthiza reguloides,Acanthiza reguloides,Aves,Acanthizidae,Dispersal,Distance,10000,m,Maximum,Flying,7.7,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88077,Acanthiza uropygialis,Acanthiza uropygialis,Aves,Acanthizidae,Dispersal,Distance,10000,m,Maximum,Flying,6.4,g,Metastudy,Stewart et al 2022,HBW/Cornell Birds of the World; J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88078,Accipiter cirrocephalus,Accipiter cirrocephalus,Aves,Accipitridae,Dispersal,Distance,109000,m,Maximum,Flying,165.73,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88079,Accipiter fasciatus,Accipiter fasciatus,Aves,Accipitridae,Dispersal,Distance,1118000,m,Maximum,Flying,358.66,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88080,Accipiter novaehollandiae,Accipiter novaehollandiae,Aves,Accipitridae,Dispersal,Distance,79000,m,Maximum,Flying,326.06,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88081,Accipiter tachiro,Accipiter tachiro,Aves,Accipitridae,Dispersal,Distance,2600,m,Maximum,Flying,381,g,Metastudy,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88082,Acridotheres tristis,Acridotheres tristis,Aves,Sturnidae,Dispersal,Distance,9000,m,Maximum,Flying,116.43,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88083,Aegotheles cristatus,Aegotheles cristatus,Aves,Aegothelidae,Dispersal,Distance,2000,m,Maximum,Flying,42.78,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88085,Agelaius phoeniceus,Agelaius phoeniceus,Aves,Icteridae,Dispersal,Distance,690000,m,Maximum,Flying,50.78,g,Metastudy,Stewart et al 2022,Moore and Dolbeer 1989,Wilman et al 2014,Inferred from Class:  Aves
88086,Ailuroedus crassirostris,Ailuroedus crassirostris,Aves,Ptilonorhynchidae,Dispersal,Distance,9000,m,Maximum,Flying,205.32,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88087,Ailuroedus melanotis,Ailuroedus melanotis,Aves,Ptilonorhynchidae,Dispersal,Distance,4000,m,Maximum,Flying,176.89,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88088,Alcedo semitorquata,Alcedo semitorquata,Aves,Alcedinidae,Dispersal,Distance,10930,m,Maximum,Flying,47.32,g,Metastudy,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88089,Alisterus scapularis,Alisterus scapularis,Aves,Psittacidae,Dispersal,Distance,15000,m,Maximum,Flying,232.26,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88090,Alopochen aegyptiaca,Alopochen aegyptiaca,Aves,Anatidae,Dispersal,Distance,90550,m,Maximum,Flying,1873,g,Metastudy,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88091,Amadina erythrocephala,Amadina erythrocephala,Aves,Estrildidae,Dispersal,Distance,89020,m,Maximum,Flying,22.5,g,Metastudy,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88092,Amblyospiza albifrons,Amblyospiza albifrons,Aves,Ploceidae,Dispersal,Distance,2937,m,Maximum,Flying,41.59,g,Metastudy,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88093,Anas castanea,Anas castanea,Aves,Anatidae,Dispersal,Distance,839000,m,Maximum,Flying,624.01,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88094,Anas gracilis,Anas gracilis,Aves,Anatidae,Dispersal,Distance,3183000,m,Maximum,Flying,488.11,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88095,Anas superciliosa,Anas superciliosa,Aves,Anatidae,Dispersal,Distance,2676000,m,Maximum,Flying,882.76,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88096,Andropadus milanjensis,Andropadus milanjensis,Aves,Pycnonotidae,Dispersal,Distance,1500,m,Maximum,Flying,37.38,g,Metastudy,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88097,Anhinga melanogaster,Anhinga melanogaster,Aves,Anhingidae,Dispersal,Distance,2423000,m,Maximum,Flying,1480.06,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88098,Anous tenuirostris,Anous tenuirostris,Aves,Laridae,Dispersal,Distance,438000,m,Maximum,Flying,112,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88099,Anseranas semipalmata,Anseranas semipalmata,Aves,Anseranatidae,Dispersal,Distance,2636000,m,Maximum,Flying,2393.4,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88100,Anthochaera carunculata,Anthochaera carunculata,Aves,Meliphagidae,Dispersal,Distance,271000,m,Maximum,Flying,106.07,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88101,Anthochaera chrysoptera,Anthochaera chrysoptera,Aves,Meliphagidae,Dispersal,Distance,45000,m,Maximum,Flying,67.8,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88102,Anthochaera paradoxa,Anthochaera paradoxa,Aves,Meliphagidae,Dispersal,Distance,17000,m,Maximum,Flying,143.74,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88104,Anthus novaeseelandiae,Anthus novaeseelandiae,Aves,Motacillidae,Dispersal,Distance,4000,m,Maximum,Flying,24.07,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88107,Aplopelia larvata,Aplopelia larvata,Aves,Columbidae,Dispersal,Distance,1200,m,Maximum,Flying,155,g,Metastudy,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88109,Aquila audax,Aquila audax,Aves,Accipitridae,Dispersal,Distance,821000,m,Maximum,Flying,3449.86,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88110,Ardea pacifica,Ardea pacifica,Aves,Ardeidae,Dispersal,Distance,249000,m,Maximum,Flying,881,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88111,Automolus infuscatus,Automolus infuscatus,Aves,Furnariidae,Dispersal,Distance,10000,m,Maximum,Flying,32.9,g,Metastudy,Stewart et al 2022,van Houtan et al  2007,Wilman et al 2014,Inferred from Class:  Aves
88112,Aythya australis,Aythya australis,Aves,Anatidae,Dispersal,Distance,1519000,m,Maximum,Flying,869.41,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88113,Barnardius zonarius,Barnardius zonarius,Aves,Psittacidae,Dispersal,Distance,27000,m,Maximum,Flying,121,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88114,Biziura lobata,Biziura lobata,Aves,Anatidae,Dispersal,Distance,86000,m,Maximum,Flying,1928.54,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88115,Bradornis mariquensis,Bradornis mariquensis,Aves,Muscicapidae,Dispersal,Distance,4846,m,Maximum,Flying,25.18,g,Metastudy,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88116,Bradypterus lopezi,Bradypterus lopezi,Aves,Locustellidae,Dispersal,Distance,200,m,Maximum,Flying,19.15,g,Metastudy,Stewart et al 2022,L  Lens and H  Matheve in litt  2009 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88117,Burhinus capensis,Burhinus capensis,Aves,Burhinidae,Dispersal,Distance,5884,m,Maximum,Flying,422.99,g,Metastudy,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88118,Burhinus grallarius,Burhinus grallarius,Aves,Burhinidae,Dispersal,Distance,104000,m,Maximum,Flying,648.07,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88119,Cacatua galerita,Cacatua galerita,Aves,Psittacidae,Dispersal,Distance,30000,m,Maximum,Flying,720.43,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88120,Cacatua sanguinea,Cacatua sanguinea,Aves,Psittacidae,Dispersal,Distance,114000,m,Maximum,Flying,523.69,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88121,Caracara cheriway,Caracara cheriway,Aves,Falconidae,Dispersal,Distance,40720,m,Maximum,Flying,1078.62,g,Metastudy,Stewart et al 2022,Nemeth and Morrison 2002,Wilman et al 2014,Inferred from Class:  Aves
88122,Catharacta maccormicki,Catharacta maccormicki,Aves,Stercorariidae,Dispersal,Distance,3924000,m,Maximum,Flying,1347.07,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88123,Catharus aurantiirostris,Catharus aurantiirostris,Aves,Turdidae,Dispersal,Distance,1186,m,Maximum,Flying,29.8,g,Metastudy,Stewart et al 2022,Sekercoglu et al  2007,Wilman et al 2014,Inferred from Class:  Aves
88125,Ceyx azureus,Ceyx azureus,Aves,Alcedinidae,Dispersal,Distance,203000,m,Maximum,Flying,35,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Slavenko et al 2016,Inferred from Class:  Aves
88126,Chalcophaps indica,Chalcophaps indica,Aves,Columbidae,Dispersal,Distance,46000,m,Maximum,Flying,136.54,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88127,Charadrius marginatus,Charadrius marginatus,Aves,Charadriidae,Dispersal,Distance,22450,m,Maximum,Flying,48.3,g,Metastudy,Stewart et al 2022,O  S  Beveridge in litt  2012 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88128,Charadrius ruficapillus,Charadrius ruficapillus,Aves,Charadriidae,Dispersal,Distance,812000,m,Maximum,Flying,37.4,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88129,Chenonetta jubata,Chenonetta jubata,Aves,Anatidae,Dispersal,Distance,1719000,m,Maximum,Flying,807.46,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88130,Cheramoeca leucosterna,Cheramoeca leucosterna,Aves,Hirundinidae,Dispersal,Distance,127000,m,Maximum,Flying,14.1,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88131,Chlamydera nuchalis,Chlamydera nuchalis,Aves,Ptilonorhynchidae,Dispersal,Distance,3000,m,Maximum,Flying,200.43,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
88132,Chthonicola sagittatus,Chthonicola sagittatus,Aves,Acanthizidae,Dispersal,Distance,18000,m,Maximum,Flying,13.29,g,Metastudy,Stewart et al 2022,J  Szabo in litt  2011 to BirdLife International,Wilman et al 2014,Inferred from Class:  Aves
